"codmunres","municipio","uf","regiao","cod_r_saude","r_saude","cod_macro_r_saude","macro_r_saude"
170035,"Aliança do Tocantins","TO","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul"
170040,"Almas","TO","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul"
170070,"Alvorada","TO","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul"
170100,"Ananás","TO","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte"
170105,"Angico","TO","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte"
170110,"Aparecida do Rio Negro","TO","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul"
170130,"Aragominas","TO","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte"
170190,"Araguacema","TO","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul"
170200,"Araguaçu","TO","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul"
170210,"Araguaína","TO","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte"
170215,"Araguanã","TO","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte"
170220,"Araguatins","TO","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte"
170230,"Arapoema","TO","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte"
170240,"Arraias","TO","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul"
170255,"Augustinópolis","TO","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte"
170270,"Aurora do Tocantins","TO","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul"
170290,"Axixá do Tocantins","TO","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte"
170300,"Babaçulândia","TO","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte"
170305,"Bandeirantes do Tocantins","TO","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte"
170307,"Barra do Ouro","TO","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte"
170310,"Barrolândia","TO","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul"
170320,"Bernardo Sayão","TO","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte"
170330,"Bom Jesus do Tocantins","TO","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte"
170360,"Brasilândia do Tocantins","TO","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte"
170370,"Brejinho de Nazaré","TO","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul"
170380,"Buriti do Tocantins","TO","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte"
170382,"Cachoeirinha","TO","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte"
170384,"Campos Lindos","TO","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte"
170386,"Cariri do Tocantins","TO","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul"
170388,"Carmolândia","TO","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte"
170389,"Carrasco Bonito","TO","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte"
170390,"Caseara","TO","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul"
170410,"Centenário","TO","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte"
170460,"Chapada de Areia","TO","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul"
170510,"Chapada da Natividade","TO","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul"
170550,"Colinas do Tocantins","TO","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte"
170555,"Combinado","TO","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul"
170560,"Conceição do Tocantins","TO","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul"
170600,"Couto Magalhães","TO","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte"
170610,"Cristalândia","TO","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul"
170625,"Crixás do Tocantins","TO","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul"
170650,"Darcinópolis","TO","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte"
170700,"Dianópolis","TO","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul"
170710,"Divinópolis do Tocantins","TO","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul"
170720,"Dois Irmãos do Tocantins","TO","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul"
170730,"Dueré","TO","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul"
170740,"Esperantina","TO","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte"
170755,"Fátima","TO","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul"
170765,"Figueirópolis","TO","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul"
170770,"Filadélfia","TO","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte"
170820,"Formoso do Araguaia","TO","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul"
170825,"Fortaleza do Tabocão","TO","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul"
170830,"Goianorte","TO","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte"
170900,"Goiatins","TO","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte"
170930,"Guaraí","TO","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte"
170950,"Gurupi","TO","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul"
170980,"Ipueiras","TO","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul"
171050,"Itacajá","TO","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte"
171070,"Itaguatins","TO","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte"
171090,"Itapiratins","TO","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte"
171110,"Itaporã do Tocantins","TO","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte"
171150,"Jaú do Tocantins","TO","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul"
171180,"Juarina","TO","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte"
171190,"Lagoa da Confusão","TO","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul"
171195,"Lagoa do Tocantins","TO","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul"
171200,"Lajeado","TO","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul"
171215,"Lavandeira","TO","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul"
171240,"Lizarda","TO","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul"
171245,"Luzinópolis","TO","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte"
171250,"Marianópolis do Tocantins","TO","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul"
171270,"Mateiros","TO","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul"
171280,"Maurilândia do Tocantins","TO","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte"
171320,"Miracema do Tocantins","TO","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul"
171330,"Miranorte","TO","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul"
171360,"Monte do Carmo","TO","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul"
171370,"Monte Santo do Tocantins","TO","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul"
171380,"Palmeiras do Tocantins","TO","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte"
171395,"Muricilândia","TO","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte"
171420,"Natividade","TO","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul"
171430,"Nazaré","TO","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte"
171488,"Nova Olinda","TO","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte"
171500,"Nova Rosalândia","TO","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul"
171510,"Novo Acordo","TO","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul"
171515,"Novo Alegre","TO","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul"
171525,"Novo Jardim","TO","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul"
171550,"Oliveira de Fátima","TO","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul"
171570,"Palmeirante","TO","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte"
171575,"Palmeirópolis","TO","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul"
171610,"Paraíso do Tocantins","TO","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul"
171620,"Paranã","TO","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul"
171630,"Pau D'Arco","TO","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte"
171650,"Pedro Afonso","TO","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte"
171660,"Peixe","TO","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul"
171665,"Pequizeiro","TO","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte"
171670,"Colméia","TO","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte"
171700,"Pindorama do Tocantins","TO","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul"
171720,"Piraquê","TO","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte"
171750,"Pium","TO","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul"
171780,"Ponte Alta do Bom Jesus","TO","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul"
171790,"Ponte Alta do Tocantins","TO","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul"
171800,"Porto Alegre do Tocantins","TO","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul"
171820,"Porto Nacional","TO","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul"
171830,"Praia Norte","TO","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte"
171840,"Presidente Kennedy","TO","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte"
171845,"Pugmil","TO","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul"
171850,"Recursolândia","TO","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte"
171855,"Riachinho","TO","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte"
171865,"Rio da Conceição","TO","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul"
171870,"Rio dos Bois","TO","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul"
171875,"Rio Sono","TO","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul"
171880,"Sampaio","TO","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte"
171884,"Sandolândia","TO","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul"
171886,"Santa Fé do Araguaia","TO","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte"
171888,"Santa Maria do Tocantins","TO","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte"
171889,"Santa Rita do Tocantins","TO","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul"
171890,"Santa Rosa do Tocantins","TO","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul"
171900,"Santa Tereza do Tocantins","TO","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul"
172000,"Santa Terezinha do Tocantins","TO","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte"
172010,"São Bento do Tocantins","TO","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte"
172015,"São Félix do Tocantins","TO","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul"
172020,"São Miguel do Tocantins","TO","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte"
172025,"São Salvador do Tocantins","TO","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul"
172030,"São Sebastião do Tocantins","TO","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte"
172049,"São Valério","TO","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul"
172065,"Silvanópolis","TO","Norte",17008,"Amor Perfeito",1702,"Macrorregiao Centro-Sul"
172080,"Sítio Novo do Tocantins","TO","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte"
172085,"Sucupira","TO","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul"
172090,"Taguatinga","TO","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul"
172093,"Taipas do Tocantins","TO","Norte",17003,"Sudeste",1702,"Macrorregiao Centro-Sul"
172097,"Talismã","TO","Norte",17005,"Ilha do Bananal",1702,"Macrorregiao Centro-Sul"
172100,"Palmas","TO","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul"
172110,"Tocantínia","TO","Norte",17006,"Capim Dourado",1702,"Macrorregiao Centro-Sul"
172120,"Tocantinópolis","TO","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte"
172125,"Tupirama","TO","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte"
172130,"Tupiratins","TO","Norte",17004,"Cerrado Tocant Araguaia",1701,"Macrorregiao Norte"
172208,"Wanderlândia","TO","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte"
172210,"Xambioá","TO","Norte",17001,"Médio Norte Araguaia",1701,"Macrorregiao Norte"
210005,"Açailândia","MA","Nordeste",21001,"Açailândia",2109,"Macrorregiao Sul"
210010,"Afonso Cunha","MA","Nordeste",21005,"Caxias",2111,"Macrorregiao Leste"
210015,"Água Doce do Maranhão","MA","Nordeste",21006,"Chapadinha",2110,"Macrorregiao Norte"
210020,"Alcântara","MA","Nordeste",21016,"São Luís",2110,"Macrorregiao Norte"
210030,"Aldeias Altas","MA","Nordeste",21005,"Caxias",2111,"Macrorregiao Leste"
210040,"Altamira do Maranhão","MA","Nordeste",21002,"Bacabal",2110,"Macrorregiao Norte"
210043,"Alto Alegre do Maranhão","MA","Nordeste",21007,"Codó",2111,"Macrorregiao Leste"
210047,"Alto Alegre do Pindaré","MA","Nordeste",21014,"Santa Inês",2110,"Macrorregiao Norte"
210050,"Alto Parnaíba","MA","Nordeste",21003,"Balsas",2109,"Macrorregiao Sul"
210055,"Amapá do Maranhão","MA","Nordeste",21019,"Zé Doca",2110,"Macrorregiao Norte"
210060,"Amarante do Maranhão","MA","Nordeste",21008,"Imperatriz",2109,"Macrorregiao Sul"
210070,"Anajatuba","MA","Nordeste",21009,"Itapecuru Mirim",2110,"Macrorregiao Norte"
210080,"Anapurus","MA","Nordeste",21006,"Chapadinha",2110,"Macrorregiao Norte"
210083,"Apicum-Açu","MA","Nordeste",21011,"Pinheiro",2110,"Macrorregiao Norte"
210087,"Araguanã","MA","Nordeste",21019,"Zé Doca",2110,"Macrorregiao Norte"
210090,"Araioses","MA","Nordeste",21006,"Chapadinha",2110,"Macrorregiao Norte"
210095,"Arame","MA","Nordeste",21004,"Barra do Corda",2109,"Macrorregiao Sul"
210100,"Arari","MA","Nordeste",21009,"Itapecuru Mirim",2110,"Macrorregiao Norte"
210110,"Axixá","MA","Nordeste",21013,"Rosário",2110,"Macrorregiao Norte"
210120,"Bacabal","MA","Nordeste",21002,"Bacabal",2110,"Macrorregiao Norte"
210125,"Bacabeira","MA","Nordeste",21013,"Rosário",2110,"Macrorregiao Norte"
210130,"Bacuri","MA","Nordeste",21011,"Pinheiro",2110,"Macrorregiao Norte"
210135,"Bacurituba","MA","Nordeste",21018,"Viana",2110,"Macrorregiao Norte"
210140,"Balsas","MA","Nordeste",21003,"Balsas",2109,"Macrorregiao Sul"
210150,"Barão de Grajaú","MA","Nordeste",21015,"São João dos Patos",2111,"Macrorregiao Leste"
210160,"Barra do Corda","MA","Nordeste",21004,"Barra do Corda",2109,"Macrorregiao Sul"
210170,"Barreirinhas","MA","Nordeste",21013,"Rosário",2110,"Macrorregiao Norte"
210173,"Belágua","MA","Nordeste",21009,"Itapecuru Mirim",2110,"Macrorregiao Norte"
210177,"Bela Vista do Maranhão","MA","Nordeste",21014,"Santa Inês",2110,"Macrorregiao Norte"
210180,"Benedito Leite","MA","Nordeste",21015,"São João dos Patos",2111,"Macrorregiao Leste"
210190,"Bequimão","MA","Nordeste",21011,"Pinheiro",2110,"Macrorregiao Norte"
210193,"Bernardo do Mearim","MA","Nordeste",21010,"Pedreiras",2111,"Macrorregiao Leste"
210197,"Boa Vista do Gurupi","MA","Nordeste",21019,"Zé Doca",2110,"Macrorregiao Norte"
210200,"Bom Jardim","MA","Nordeste",21014,"Santa Inês",2110,"Macrorregiao Norte"
210203,"Bom Jesus das Selvas","MA","Nordeste",21001,"Açailândia",2109,"Macrorregiao Sul"
210207,"Bom Lugar","MA","Nordeste",21002,"Bacabal",2110,"Macrorregiao Norte"
210210,"Brejo","MA","Nordeste",21006,"Chapadinha",2110,"Macrorregiao Norte"
210215,"Brejo de Areia","MA","Nordeste",21002,"Bacabal",2110,"Macrorregiao Norte"
210220,"Buriti","MA","Nordeste",21005,"Caxias",2111,"Macrorregiao Leste"
210230,"Buriti Bravo","MA","Nordeste",21015,"São João dos Patos",2111,"Macrorregiao Leste"
210232,"Buriticupu","MA","Nordeste",21001,"Açailândia",2109,"Macrorregiao Sul"
210235,"Buritirana","MA","Nordeste",21008,"Imperatriz",2109,"Macrorregiao Sul"
210237,"Cachoeira Grande","MA","Nordeste",21013,"Rosário",2110,"Macrorregiao Norte"
210240,"Cajapió","MA","Nordeste",21018,"Viana",2110,"Macrorregiao Norte"
210250,"Cajari","MA","Nordeste",21018,"Viana",2110,"Macrorregiao Norte"
210255,"Campestre do Maranhão","MA","Nordeste",21008,"Imperatriz",2109,"Macrorregiao Sul"
210260,"Cândido Mendes","MA","Nordeste",21019,"Zé Doca",2110,"Macrorregiao Norte"
210270,"Cantanhede","MA","Nordeste",21009,"Itapecuru Mirim",2110,"Macrorregiao Norte"
210275,"Capinzal do Norte","MA","Nordeste",21012,"Presidente Dutra",2111,"Macrorregiao Leste"
210280,"Carolina","MA","Nordeste",21003,"Balsas",2109,"Macrorregiao Sul"
210290,"Carutapera","MA","Nordeste",21019,"Zé Doca",2110,"Macrorregiao Norte"
210300,"Caxias","MA","Nordeste",21005,"Caxias",2111,"Macrorregiao Leste"
210310,"Cedral","MA","Nordeste",21011,"Pinheiro",2110,"Macrorregiao Norte"
210312,"Central do Maranhão","MA","Nordeste",21011,"Pinheiro",2110,"Macrorregiao Norte"
210315,"Centro do Guilherme","MA","Nordeste",21019,"Zé Doca",2110,"Macrorregiao Norte"
210317,"Centro Novo do Maranhão","MA","Nordeste",21019,"Zé Doca",2110,"Macrorregiao Norte"
210320,"Chapadinha","MA","Nordeste",21006,"Chapadinha",2110,"Macrorregiao Norte"
210325,"Cidelândia","MA","Nordeste",21001,"Açailândia",2109,"Macrorregiao Sul"
210330,"Codó","MA","Nordeste",21007,"Codó",2111,"Macrorregiao Leste"
210340,"Coelho Neto","MA","Nordeste",21005,"Caxias",2111,"Macrorregiao Leste"
210350,"Colinas","MA","Nordeste",21015,"São João dos Patos",2111,"Macrorregiao Leste"
210355,"Conceição do Lago-Açu","MA","Nordeste",21002,"Bacabal",2110,"Macrorregiao Norte"
210360,"Coroatá","MA","Nordeste",21007,"Codó",2111,"Macrorregiao Leste"
210370,"Cururupu","MA","Nordeste",21011,"Pinheiro",2110,"Macrorregiao Norte"
210375,"Davinópolis","MA","Nordeste",21008,"Imperatriz",2109,"Macrorregiao Sul"
210380,"Dom Pedro","MA","Nordeste",21012,"Presidente Dutra",2111,"Macrorregiao Leste"
210390,"Duque Bacelar","MA","Nordeste",21005,"Caxias",2111,"Macrorregiao Leste"
210400,"Esperantinópolis","MA","Nordeste",21010,"Pedreiras",2111,"Macrorregiao Leste"
210405,"Estreito","MA","Nordeste",21008,"Imperatriz",2109,"Macrorregiao Sul"
210407,"Feira Nova do Maranhão","MA","Nordeste",21003,"Balsas",2109,"Macrorregiao Sul"
210408,"Fernando Falcão","MA","Nordeste",21004,"Barra do Corda",2109,"Macrorregiao Sul"
210409,"Formosa da Serra Negra","MA","Nordeste",21003,"Balsas",2109,"Macrorregiao Sul"
210410,"Fortaleza dos Nogueiras","MA","Nordeste",21003,"Balsas",2109,"Macrorregiao Sul"
210420,"Fortuna","MA","Nordeste",21012,"Presidente Dutra",2111,"Macrorregiao Leste"
210430,"Godofredo Viana","MA","Nordeste",21019,"Zé Doca",2110,"Macrorregiao Norte"
210440,"Gonçalves Dias","MA","Nordeste",21012,"Presidente Dutra",2111,"Macrorregiao Leste"
210450,"Governador Archer","MA","Nordeste",21012,"Presidente Dutra",2111,"Macrorregiao Leste"
210455,"Governador Edison Lobão","MA","Nordeste",21008,"Imperatriz",2109,"Macrorregiao Sul"
210460,"Governador Eugênio Barros","MA","Nordeste",21012,"Presidente Dutra",2111,"Macrorregiao Leste"
210462,"Governador Luiz Rocha","MA","Nordeste",21012,"Presidente Dutra",2111,"Macrorregiao Leste"
210465,"Governador Newton Bello","MA","Nordeste",21014,"Santa Inês",2110,"Macrorregiao Norte"
210467,"Governador Nunes Freire","MA","Nordeste",21019,"Zé Doca",2110,"Macrorregiao Norte"
210470,"Graça Aranha","MA","Nordeste",21012,"Presidente Dutra",2111,"Macrorregiao Leste"
210480,"Grajaú","MA","Nordeste",21004,"Barra do Corda",2109,"Macrorregiao Sul"
210490,"Guimarães","MA","Nordeste",21011,"Pinheiro",2110,"Macrorregiao Norte"
210500,"Humberto de Campos","MA","Nordeste",21013,"Rosário",2110,"Macrorregiao Norte"
210510,"Icatu","MA","Nordeste",21013,"Rosário",2110,"Macrorregiao Norte"
